network_type,N,<k>,seq,MDS_1,MDS_2,Diff_MDS_1,Diff_MDS_2,UMDS_0,UMDS_1,UMDS_2,average_depth,time_1,time_2
ER+ER,1000,4.4,7,169,186,135,152,321,316,283,1.368421052631579,0.6477620601654053,0.02754831314086914
ER+ER,1000,4.4,8,169,186,139,156,325,315,283,1.4047619047619047,0.6517338752746582,0.02815532684326172
ER+ER,1000,4.4,9,169,186,139,156,325,316,283,1.3095238095238095,0.6623580455780029,0.02742767333984375
ER+ER,1000,4.5,0,177,190,140,153,330,310,280,1.28,0.6524066925048828,0.03755021095275879
ER+ER,1000,4.5,1,177,190,137,150,327,317,280,1.2765957446808511,0.646761417388916,0.031965017318725586
ER+ER,1000,4.5,2,177,190,134,147,324,319,280,1.3181818181818181,0.6311161518096924,0.03440117835998535
ER+ER,1000,4.5,3,177,190,138,151,328,320,280,1.3333333333333333,0.6693761348724365,0.03131246566772461
ER+ER,1000,4.5,4,177,190,135,148,325,318,280,1.3777777777777778,0.653691291809082,0.03517341613769531
ER+ER,1000,4.5,5,177,190,133,146,323,319,280,1.2790697674418605,0.6649351119995117,0.0353085994720459
ER+ER,1000,4.5,6,177,190,142,155,332,320,280,1.1923076923076923,0.6473147869110107,0.032265424728393555
ER+ER,1000,4.5,7,177,190,138,151,328,319,280,1.3333333333333333,0.6442310810089111,0.03428959846496582
ER+ER,1000,4.5,8,177,190,140,153,330,321,280,1.3,0.6457664966583252,0.03226900100708008
ER+ER,1000,4.5,9,177,190,140,153,330,318,280,1.18,0.6375913619995117,0.031995296478271484
ER+ER,1000,4.6,0,152,169,131,148,300,297,266,1.2941176470588236,0.665729284286499,0.026053905487060547
ER+ER,1000,4.6,1,152,169,133,150,302,295,266,1.3333333333333333,0.6573753356933594,0.024750947952270508
ER+ER,1000,4.6,2,152,169,135,152,304,296,266,1.2105263157894737,0.6730220317840576,0.026924610137939453
ER+ER,1000,4.6,3,152,169,139,156,308,296,266,1.3333333333333333,0.6541843414306641,0.025869131088256836
ER+ER,1000,4.6,4,152,169,135,152,304,296,266,1.4473684210526316,0.6569418907165527,0.02779841423034668
ER+ER,1000,4.6,5,152,169,137,154,306,294,266,1.325,0.6713614463806152,0.026765108108520508
ER+ER,1000,4.6,6,152,169,139,156,308,296,266,1.4285714285714286,0.6661841869354248,0.028313398361206055
ER+ER,1000,4.6,7,152,169,132,149,301,298,266,1.2285714285714286,0.667823076248169,0.02428126335144043
ER+ER,1000,4.6,8,152,169,134,151,303,297,266,1.1891891891891893,0.6822500228881836,0.026196718215942383
ER+ER,1000,4.6,9,152,169,133,150,302,295,266,1.3055555555555556,0.6806182861328125,0.0250093936920166
ER+ER,1000,4.7,0,158,149,136,127,285,272,237,1.1666666666666667,0.6617929935455322,0.029686450958251953
ER+ER,1000,4.7,1,158,149,126,117,275,271,237,1.1842105263157894,0.6743597984313965,0.028608083724975586
ER+ER,1000,4.7,2,158,149,128,119,277,271,237,1.275,0.6687231063842773,0.031363725662231445
ER+ER,1000,4.7,3,158,149,132,123,281,269,237,1.1136363636363635,0.6698293685913086,0.027380704879760742
ER+ER,1000,4.7,4,158,149,132,123,281,270,237,1.1818181818181819,0.6733107566833496,0.030796289443969727
ER+ER,1000,4.7,5,158,149,127,118,276,271,237,1.1025641025641026,0.6680550575256348,0.0252685546875
ER+ER,1000,4.7,6,158,149,136,127,285,271,237,1.1666666666666667,0.6604509353637695,0.03178715705871582
ER+ER,1000,4.7,7,158,149,128,119,277,271,237,1.25,0.6576559543609619,0.030044078826904297
ER+ER,1000,4.7,8,158,149,128,119,277,271,237,1.15,0.66908860206604,0.026520252227783203
ER+ER,1000,4.7,9,158,149,124,115,273,271,237,1.1666666666666667,0.6502182483673096,0.02633500099182129
ER+ER,1000,4.8,0,143,149,123,129,272,261,227,1.2666666666666666,0.7076218128204346,0.025960683822631836
ER+ER,1000,4.8,1,143,149,120,126,269,260,227,1.2142857142857142,0.7051665782928467,0.026340246200561523
ER+ER,1000,4.8,2,143,149,120,126,269,262,227,1.2619047619047619,0.6994261741638184,0.025249958038330078
ER+ER,1000,4.8,3,143,149,116,122,265,257,227,1.368421052631579,0.6849339008331299,0.024149179458618164
ER+ER,1000,4.8,4,143,149,120,126,269,261,227,1.3333333333333333,0.6826353073120117,0.024910926818847656
ER+ER,1000,4.8,5,143,149,120,126,269,260,227,1.1666666666666667,0.7224612236022949,0.024373769760131836
ER+ER,1000,4.8,6,143,149,115,121,264,262,227,1.5135135135135136,0.729841947555542,0.026167869567871094
ER+ER,1000,4.8,7,143,149,116,122,265,261,227,1.3421052631578947,0.7005248069763184,0.023654460906982422
ER+ER,1000,4.8,8,143,149,121,127,270,259,227,1.3255813953488371,0.7188146114349365,0.027079343795776367
ER+ER,1000,4.8,9,143,149,118,124,267,259,227,1.525,0.7032244205474854,0.02929234504699707
ER+ER,1000,4.9,0,154,120,132,98,252,248,220,1.46875,0.7711300849914551,0.05269169807434082
ER+ER,1000,4.9,1,154,120,136,102,256,247,220,1.3611111111111112,0.7732884883880615,0.06176137924194336
ER+ER,1000,4.9,2,154,120,130,96,250,242,220,1.3,0.7505433559417725,0.08258748054504395
ER+ER,1000,4.9,3,154,120,135,101,255,249,220,1.3714285714285714,0.7511997222900391,0.0607905387878418
ER+ER,1000,4.9,4,154,120,135,101,255,247,220,1.2,0.7842681407928467,0.06230664253234863
ER+ER,1000,4.9,5,154,120,133,99,253,242,220,1.4545454545454546,0.7535824775695801,0.07074213027954102
ER+ER,1000,4.9,6,154,120,135,101,255,249,220,1.5142857142857142,0.7610695362091064,0.054384469985961914
ER+ER,1000,4.9,7,154,120,136,102,256,248,220,1.3888888888888888,0.748553991317749,0.06935405731201172
ER+ER,1000,4.9,8,154,120,136,102,256,246,220,1.4444444444444444,0.7828943729400635,0.0637214183807373
ER+ER,1000,4.9,9,154,120,137,103,257,247,220,1.135135135135135,0.7597460746765137,0.11432027816772461
ER+ER,1000,5.0,0,122,132,105,115,237,234,208,1.3103448275862069,0.8671219348907471,0.06038641929626465
ER+ER,1000,5.0,1,122,132,107,117,239,231,208,1.4193548387096775,0.8739266395568848,0.04903864860534668
ER+ER,1000,5.0,2,122,132,110,120,242,232,208,1.4411764705882353,0.8703083992004395,0.04523301124572754
ER+ER,1000,5.0,3,122,132,108,118,240,233,208,1.53125,0.8535528182983398,0.06331133842468262
ER+ER,1000,5.0,4,122,132,105,115,237,232,208,1.2758620689655173,0.8632643222808838,0.05813407897949219
ER+ER,1000,5.0,5,122,132,109,119,241,235,208,1.393939393939394,0.8579432964324951,0.04131913185119629
ER+ER,1000,5.0,6,122,132,104,114,236,232,208,1.4285714285714286,0.8576369285583496,0.049983978271484375
ER+ER,1000,5.0,7,122,132,109,119,241,233,208,1.3333333333333333,0.84588623046875,0.04587244987487793
ER+ER,1000,5.0,8,122,132,106,116,238,231,208,1.3666666666666667,0.8629491329193115,0.10780644416809082
ER+ER,1000,5.0,9,122,132,105,115,237,233,208,1.4482758620689655,0.8342463970184326,0.08133363723754883
ER+ER,1000,5.1,0,125,125,104,104,229,228,214,1.3333333333333333,0.8339388370513916,0.022641658782958984
ER+ER,1000,5.1,1,125,125,106,106,231,226,214,1.1176470588235294,0.8207249641418457,0.02209019660949707
ER+ER,1000,5.1,2,125,125,107,107,232,226,214,1.2777777777777777,0.8427891731262207,0.024532556533813477
ER+ER,1000,5.1,3,125,125,111,111,236,229,214,1.3181818181818181,0.8331973552703857,0.025142669677734375
ER+ER,1000,5.1,4,125,125,107,107,232,227,214,1.2222222222222223,0.8448808193206787,0.023794174194335938
ER+ER,1000,5.1,5,125,125,108,108,233,226,214,1.368421052631579,0.8366515636444092,0.025557518005371094
ER+ER,1000,5.1,6,125,125,106,106,231,228,214,1.411764705882353,0.8406312465667725,0.02374720573425293
ER+ER,1000,5.1,7,125,125,107,107,232,228,214,1.2777777777777777,0.8198084831237793,0.024207115173339844
ER+ER,1000,5.1,8,125,125,107,107,232,228,214,1.1666666666666667,0.8452520370483398,0.02295970916748047
ER+ER,1000,5.1,9,125,125,109,109,234,228,214,1.35,0.8346271514892578,0.024996519088745117
ER+ER,1000,5.2,0,132,118,119,105,237,230,209,1.3214285714285714,0.8054854869842529,0.05917644500732422
ER+ER,1000,5.2,1,132,118,117,103,235,231,209,1.2307692307692308,0.7934103012084961,0.04105830192565918
ER+ER,1000,5.2,2,132,118,122,108,240,229,209,1.2903225806451613,0.8151540756225586,0.05052971839904785
ER+ER,1000,5.2,3,132,118,119,105,237,230,209,1.25,0.7928133010864258,0.04742860794067383
ER+ER,1000,5.2,4,132,118,121,107,239,231,209,1.2,0.8022346496582031,0.04092288017272949
ER+ER,1000,5.2,5,132,118,115,101,233,229,209,1.3333333333333333,0.7963199615478516,0.0436701774597168
ER+ER,1000,5.2,6,132,118,117,103,235,230,209,1.1923076923076923,0.7902257442474365,0.04906272888183594
ER+ER,1000,5.2,7,132,118,117,103,235,229,209,1.3461538461538463,0.7914919853210449,0.04446244239807129
ER+ER,1000,5.2,8,132,118,118,104,236,231,209,1.2222222222222223,0.8000900745391846,0.03765392303466797
ER+ER,1000,5.2,9,132,118,121,107,239,230,209,1.3666666666666667,0.7942783832550049,0.03598952293395996
ER+ER,1000,5.3,0,111,123,98,110,221,215,186,1.3428571428571427,0.8679182529449463,0.03435540199279785
ER+ER,1000,5.3,1,111,123,98,110,221,214,186,1.3142857142857143,0.8742148876190186,0.03272867202758789
ER+ER,1000,5.3,2,111,123,98,110,221,216,186,1.3714285714285714,0.8392188549041748,0.02910137176513672
ER+ER,1000,5.3,3,111,123,97,109,220,213,186,1.4411764705882353,0.8444228172302246,0.037572622299194336
ER+ER,1000,5.3,4,111,123,102,114,225,214,186,1.2820512820512822,0.8571662902832031,0.03043389320373535
ER+ER,1000,5.3,5,111,123,100,112,223,213,186,1.4054054054054055,0.8672075271606445,0.03331470489501953
ER+ER,1000,5.3,6,111,123,97,109,220,215,186,1.3235294117647058,0.853661060333252,0.03049182891845703
ER+ER,1000,5.3,7,111,123,98,110,221,214,186,1.457142857142857,0.8798844814300537,0.03040289878845215
ER+ER,1000,5.3,8,111,123,100,112,223,215,186,1.3243243243243243,0.8803956508636475,0.02965259552001953
ER+ER,1000,5.3,9,111,123,99,111,222,213,186,1.3333333333333333,0.8750917911529541,0.02910923957824707
ER+ER,1000,5.4,0,101,97,89,85,186,180,161,1.08,0.924034595489502,0.030284881591796875
ER+ER,1000,5.4,1,101,97,84,80,181,180,161,1.15,0.8709030151367188,0.030598163604736328
ER+ER,1000,5.4,2,101,97,89,85,186,180,161,1.24,0.9059538841247559,0.03044438362121582
ER+ER,1000,5.4,3,101,97,83,79,180,179,161,1.2105263157894737,0.883615255355835,0.026055574417114258
ER+ER,1000,5.4,4,101,97,87,83,184,180,161,1.2173913043478262,0.9003911018371582,0.032201528549194336
ER+ER,1000,5.4,5,101,97,84,80,181,180,161,1.25,0.8725733757019043,0.02886819839477539
ER+ER,1000,5.4,6,101,97,87,83,184,181,161,1.2608695652173914,0.8878507614135742,0.0305020809173584
ER+ER,1000,5.4,7,101,97,89,85,186,180,161,1.16,0.8897058963775635,0.03095245361328125
ER+ER,1000,5.4,8,101,97,87,83,184,180,161,1.2173913043478262,0.8856475353240967,0.029508113861083984
ER+ER,1000,5.4,9,101,97,87,83,184,179,161,1.3043478260869565,0.8959214687347412,0.03223156929016113
ER+ER,1000,5.5,0,103,93,91,81,184,180,160,1.5,0.8908882141113281,0.03155779838562012
ER+ER,1000,5.5,1,103,93,86,76,179,178,160,1.4736842105263157,0.8592305183410645,0.03290700912475586
ER+ER,1000,5.5,2,103,93,90,80,183,176,160,1.2608695652173914,0.9022862911224365,0.03515744209289551
ER+ER,1000,5.5,3,103,93,91,81,184,178,160,1.5833333333333333,0.9004576206207275,0.03401494026184082
ER+ER,1000,5.5,4,103,93,91,81,184,179,160,1.5416666666666667,0.8741672039031982,0.031733036041259766
ER+ER,1000,5.5,5,103,93,92,82,185,180,160,1.52,0.8888888359069824,0.033384084701538086
ER+ER,1000,5.5,6,103,93,93,83,186,178,160,1.3846153846153846,0.8953399658203125,0.03200554847717285
ER+ER,1000,5.5,7,103,93,92,82,185,180,160,1.24,0.904355525970459,0.03118300437927246
ER+ER,1000,5.5,8,103,93,93,83,186,176,160,1.3461538461538463,0.8889739513397217,0.032138824462890625
ER+ER,1000,5.5,9,103,93,89,79,182,178,160,1.4545454545454546,0.8980846405029297,0.03653740882873535
ER+ER,1000,5.6,0,104,116,89,101,205,201,180,1.2,0.8819983005523682,0.026738405227661133
ER+ER,1000,5.6,1,104,116,92,104,208,199,180,1.2142857142857142,0.8734862804412842,0.03267645835876465
ER+ER,1000,5.6,2,104,116,89,101,205,202,180,1.12,0.8418288230895996,0.028713226318359375
ER+ER,1000,5.6,3,104,116,92,104,208,199,180,1.3214285714285714,0.8675668239593506,0.032971858978271484
ER+ER,1000,5.6,4,104,116,92,104,208,202,180,1.1785714285714286,0.8742520809173584,0.02974247932434082
ER+ER,1000,5.6,5,104,116,92,104,208,199,180,1.1071428571428572,0.8518633842468262,0.02942061424255371
ER+ER,1000,5.6,6,104,116,91,103,207,200,180,1.1481481481481481,0.8650412559509277,0.028604745864868164
ER+ER,1000,5.6,7,104,116,90,102,206,200,180,1.1923076923076923,0.8458008766174316,0.02707362174987793
ER+ER,1000,5.6,8,104,116,90,102,206,200,180,1.0769230769230769,0.8688201904296875,0.028188705444335938
ER+ER,1000,5.6,9,104,116,94,106,210,202,180,1.2,0.8604021072387695,0.030380725860595703
ER+ER,1000,5.7,0,91,96,85,90,181,174,156,1.28,0.9424669742584229,0.2741234302520752
ER+ER,1000,5.7,1,91,96,82,87,178,174,156,1.4545454545454546,0.9308383464813232,0.21683645248413086
ER+ER,1000,5.7,2,91,96,84,89,180,174,156,1.5,0.8993983268737793,0.32564520835876465
ER+ER,1000,5.7,3,91,96,81,86,177,173,156,1.2857142857142858,0.9098894596099854,0.17084908485412598
ER+ER,1000,5.7,4,91,96,81,86,177,175,156,1.3333333333333333,0.897127628326416,0.3051574230194092
ER+ER,1000,5.7,5,91,96,85,90,181,172,156,1.28,0.9254388809204102,0.36582493782043457
ER+ER,1000,5.7,6,91,96,83,88,179,171,156,1.434782608695652,0.9259061813354492,0.20550847053527832
ER+ER,1000,5.7,7,91,96,80,85,176,174,156,1.45,0.9337871074676514,0.20444345474243164
ER+ER,1000,5.7,8,91,96,83,88,179,173,156,1.434782608695652,0.9373509883880615,0.414992094039917
ER+ER,1000,5.7,9,91,96,81,86,177,174,156,1.4285714285714286,0.9216413497924805,0.6164901256561279
ER+ER,1000,5.8,0,91,73,83,65,156,152,142,1.3571428571428572,0.9567492008209229,0.1524360179901123
ER+ER,1000,5.8,1,91,73,85,67,158,153,142,1.25,0.9305360317230225,0.13184022903442383
ER+ER,1000,5.8,2,91,73,82,64,155,152,142,1.6923076923076923,0.9346542358398438,0.14884328842163086
ER+ER,1000,5.8,3,91,73,84,66,157,152,142,1.2,0.9380311965942383,0.12244987487792969
ER+ER,1000,5.8,4,91,73,85,67,158,152,142,1.25,0.9128034114837646,0.12988018989562988
ER+ER,1000,5.8,5,91,73,84,66,157,153,142,1.3333333333333333,0.9532907009124756,0.21943330764770508
ER+ER,1000,5.8,6,91,73,80,62,153,152,142,1.3636363636363635,0.9676623344421387,0.2544434070587158
ER+ER,1000,5.8,7,91,73,86,68,159,152,142,1.1764705882352942,0.9240412712097168,0.128387451171875
ER+ER,1000,5.8,8,91,73,83,65,156,152,142,1.2857142857142858,0.9107036590576172,0.26900815963745117
ER+ER,1000,5.8,9,91,73,85,67,158,151,142,1.1875,0.9223902225494385,0.20284175872802734
ER+ER,1000,5.9,0,94,94,88,88,182,174,150,1.34375,0.975496768951416,0.03751659393310547
ER+ER,1000,5.9,1,94,94,83,83,177,172,150,1.5185185185185186,0.9744338989257812,0.039697885513305664
ER+ER,1000,5.9,2,94,94,85,85,179,173,150,1.3793103448275863,0.9661877155303955,0.04282093048095703
ER+ER,1000,5.9,3,94,94,85,85,179,173,150,1.5172413793103448,0.9797613620758057,0.035400390625
ER+ER,1000,5.9,4,94,94,86,86,180,175,150,1.2333333333333334,0.961780309677124,0.03445291519165039
ER+ER,1000,5.9,5,94,94,85,85,179,173,150,1.3793103448275863,0.9654817581176758,0.035980939865112305
ER+ER,1000,5.9,6,94,94,84,84,178,174,150,1.3571428571428572,0.963282585144043,0.038158416748046875
ER+ER,1000,5.9,7,94,94,85,85,179,174,150,1.206896551724138,0.9969727993011475,0.038407325744628906
ER+ER,1000,5.9,8,94,94,86,86,180,172,150,1.3666666666666667,0.9867525100708008,0.033783674240112305
ER+ER,1000,5.9,9,94,94,86,86,180,173,150,1.2333333333333334,0.9804184436798096,0.03447318077087402
ER+ER,1000,6.0,0,78,62,72,56,134,133,122,1.25,1.0174949169158936,0.2586851119995117
ER+ER,1000,6.0,1,78,62,75,59,137,132,122,1.4666666666666666,1.0489768981933594,0.28513336181640625
ER+ER,1000,6.0,2,78,62,77,61,139,131,122,1.2352941176470589,1.0373196601867676,0.30008387565612793
ER+ER,1000,6.0,3,78,62,73,57,135,130,122,1.2307692307692308,1.0246682167053223,0.25365400314331055
ER+ER,1000,6.0,4,78,62,74,58,136,133,122,1.2142857142857142,1.006845474243164,0.2120816707611084
ER+ER,1000,6.0,5,78,62,74,58,136,130,122,1.2142857142857142,0.9936196804046631,0.2670915126800537
ER+ER,1000,6.0,6,78,62,75,59,137,133,122,1.4,1.0408008098602295,0.4152700901031494
ER+ER,1000,6.0,7,78,62,75,59,137,133,122,1.2666666666666666,1.0039005279541016,0.23288440704345703
ER+ER,1000,6.0,8,78,62,76,60,138,132,122,1.5,1.0078766345977783,0.5144028663635254
ER+ER,1000,6.0,9,78,62,75,59,137,131,122,1.3333333333333333,1.0062217712402344,0.2164745330810547
ER+ER,1000,6.1,0,78,80,70,72,150,147,129,1.2857142857142858,1.0321359634399414,0.2698211669921875
ER+ER,1000,6.1,1,78,80,70,72,150,147,129,1.2380952380952381,1.0374367237091064,0.254241943359375
ER+ER,1000,6.1,2,78,80,72,74,152,146,129,1.3043478260869565,1.052520751953125,0.23845267295837402
ER+ER,1000,6.1,3,78,80,72,74,152,147,129,1.3478260869565217,1.053112506866455,0.2574427127838135
ER+ER,1000,6.1,4,78,80,69,71,149,146,129,1.35,1.0464391708374023,0.22087574005126953
ER+ER,1000,6.1,5,78,80,72,74,152,146,129,1.2608695652173914,1.020665168762207,0.1749403476715088
ER+ER,1000,6.1,6,78,80,72,74,152,147,129,1.434782608695652,1.043487548828125,0.8865654468536377
ER+ER,1000,6.1,7,78,80,71,73,151,145,129,1.3636363636363635,1.0602364540100098,0.5982096195220947
ER+ER,1000,6.1,8,78,80,71,73,151,145,129,1.1363636363636365,1.0425333976745605,0.26314449310302734
ER+ER,1000,6.1,9,78,80,72,74,152,147,129,1.2173913043478262,1.0558412075042725,0.12289619445800781
ER+ER,1000,6.2,0,67,69,61,63,130,128,113,1.1764705882352942,1.1344497203826904,0.20151090621948242
ER+ER,1000,6.2,1,67,69,61,63,130,126,113,1.2352941176470589,1.082775592803955,0.12605619430541992
ER+ER,1000,6.2,2,67,69,61,63,130,129,113,1.1764705882352942,1.0902116298675537,0.07020378112792969
ER+ER,1000,6.2,3,67,69,62,64,131,128,113,1.2222222222222223,1.0744383335113525,0.0735175609588623
ER+ER,1000,6.2,4,67,69,62,64,131,128,113,1.0555555555555556,1.0947484970092773,0.06935429573059082
ER+ER,1000,6.2,5,67,69,63,65,132,129,113,1.3157894736842106,1.0942778587341309,0.0777289867401123
ER+ER,1000,6.2,6,67,69,61,63,130,129,113,1.3529411764705883,1.085639476776123,0.0731041431427002
ER+ER,1000,6.2,7,67,69,61,63,130,127,113,1.3529411764705883,1.1164913177490234,0.13301920890808105
ER+ER,1000,6.2,8,67,69,62,64,131,127,113,1.2222222222222223,1.0746164321899414,0.07234811782836914
ER+ER,1000,6.2,9,67,69,62,64,131,128,113,1.2222222222222223,1.1248624324798584,0.12140655517578125
ER+ER,1000,6.3,0,62,60,60,58,120,117,111,1.1111111111111112,1.160783052444458,0.035140037536621094
ER+ER,1000,6.3,1,62,60,61,59,121,115,111,1.4,1.1812801361083984,0.035401344299316406
ER+ER,1000,6.3,2,62,60,59,57,119,116,111,1.125,1.1383509635925293,0.03355145454406738
ER+ER,1000,6.3,3,62,60,59,57,119,116,111,1.125,1.1586997509002686,0.06729936599731445
ER+ER,1000,6.3,4,62,60,59,57,119,115,111,1.625,1.1817800998687744,0.06669116020202637
ER+ER,1000,6.3,5,62,60,59,57,119,117,111,1.25,1.1567885875701904,0.06544017791748047
ER+ER,1000,6.3,6,62,60,61,59,121,116,111,1.1,1.170426607131958,0.03566575050354004
ER+ER,1000,6.3,7,62,60,59,57,119,117,111,1.375,1.184180498123169,0.05182981491088867
ER+ER,1000,6.3,8,62,60,58,56,118,117,111,1.1428571428571428,1.1744999885559082,0.03399229049682617
ER+ER,1000,6.3,9,62,60,59,57,119,116,111,1.5,1.1785097122192383,0.05364346504211426
ER+ER,1000,6.4,0,56,64,54,62,118,110,101,1.1176470588235294,1.2394976615905762,0.028490781784057617
ER+ER,1000,6.4,1,56,64,54,62,118,112,101,1.0,1.195030689239502,0.026983261108398438
ER+ER,1000,6.4,2,56,64,51,59,115,111,101,1.0714285714285714,1.1733710765838623,0.027264833450317383
ER+ER,1000,6.4,3,56,64,53,61,117,111,101,1.0,1.2005739212036133,0.02674555778503418
ER+ER,1000,6.4,4,56,64,53,61,117,111,101,1.125,1.2023921012878418,0.029111146926879883
ER+ER,1000,6.4,5,56,64,52,60,116,110,101,1.0666666666666667,1.207550048828125,0.026805639266967773
ER+ER,1000,6.4,6,56,64,50,58,114,112,101,1.0769230769230769,1.1930601596832275,0.02687525749206543
ER+ER,1000,6.4,7,56,64,53,61,117,111,101,1.0,1.1979801654815674,0.0292661190032959
ER+ER,1000,6.4,8,56,64,51,59,115,112,101,1.1428571428571428,1.1783618927001953,0.028689861297607422
ER+ER,1000,6.4,9,56,64,53,61,117,111,101,1.0,1.189774751663208,0.026663541793823242
ER+ER,1000,6.5,0,59,57,56,54,113,110,106,1.2857142857142858,1.1363279819488525,0.02659296989440918
