type,n,k,gamma,seq,MDS1,MDS2,pre_intersection,intersection,pre_union,union
ER+ER,1000,1.0,,0,645,650,416,436,879,859
ER+ER,1000,1.0,,1,645,650,416,436,879,859
ER+ER,1000,1.0,,2,645,650,419,436,876,859
ER+ER,1000,1.0,,3,645,650,415,436,880,859
ER+ER,1000,1.0,,4,645,650,414,436,881,859
ER+ER,1000,1.0,,5,645,650,412,436,883,859
ER+ER,1000,1.0,,6,645,650,422,436,873,859
ER+ER,1000,1.0,,7,645,650,415,436,880,859
ER+ER,1000,1.0,,8,645,650,413,436,882,859
ER+ER,1000,1.0,,9,645,650,421,436,874,859
ER+ER,1000,1.1,,0,629,625,392,415,862,839
ER+ER,1000,1.1,,1,629,625,394,415,860,839
ER+ER,1000,1.1,,2,629,625,392,415,862,839
ER+ER,1000,1.1,,3,629,625,392,415,862,839
ER+ER,1000,1.1,,4,629,625,387,415,867,839
ER+ER,1000,1.1,,5,629,625,389,415,865,839
ER+ER,1000,1.1,,6,629,625,395,415,859,839
ER+ER,1000,1.1,,7,629,625,392,415,862,839
ER+ER,1000,1.1,,8,629,625,393,415,861,839
ER+ER,1000,1.1,,9,629,625,392,415,862,839
ER+ER,1000,1.2,,0,612,599,370,389,841,822
ER+ER,1000,1.2,,1,612,599,361,389,850,822
ER+ER,1000,1.2,,2,612,599,363,389,848,822
ER+ER,1000,1.2,,3,612,599,363,389,848,822
ER+ER,1000,1.2,,4,612,599,355,389,856,822
ER+ER,1000,1.2,,5,612,599,364,389,847,822
ER+ER,1000,1.2,,6,612,599,363,389,848,822
ER+ER,1000,1.2,,7,612,599,364,389,847,822
ER+ER,1000,1.2,,8,612,599,362,389,849,822
ER+ER,1000,1.2,,9,612,599,358,389,853,822
ER+ER,1000,1.3,,0,572,592,332,353,832,811
ER+ER,1000,1.3,,1,572,592,325,353,839,811
ER+ER,1000,1.3,,2,572,592,336,353,828,811
ER+ER,1000,1.3,,3,572,592,328,353,836,811
ER+ER,1000,1.3,,4,572,592,326,353,838,811
ER+ER,1000,1.3,,5,572,592,321,353,843,811
ER+ER,1000,1.3,,6,572,592,322,353,842,811
ER+ER,1000,1.3,,7,572,592,321,353,843,811
ER+ER,1000,1.3,,8,572,592,325,353,839,811
ER+ER,1000,1.3,,9,572,592,324,353,840,811
ER+ER,1000,1.4,,0,562,575,311,355,826,782
ER+ER,1000,1.4,,1,562,575,316,355,821,782
ER+ER,1000,1.4,,2,562,575,310,355,827,782
ER+ER,1000,1.4,,3,562,575,311,355,826,782
ER+ER,1000,1.4,,4,562,575,312,355,825,782
ER+ER,1000,1.4,,5,562,575,314,355,823,782
ER+ER,1000,1.4,,6,562,575,315,355,822,782
ER+ER,1000,1.4,,7,562,575,314,355,823,782
ER+ER,1000,1.4,,8,562,575,309,355,828,782
ER+ER,1000,1.4,,9,562,575,310,355,827,782
ER+ER,1000,1.5,,0,544,541,298,338,787,747
ER+ER,1000,1.5,,1,544,541,296,338,789,747
ER+ER,1000,1.5,,2,544,541,290,338,795,747
ER+ER,1000,1.5,,3,544,541,297,338,788,747
ER+ER,1000,1.5,,4,544,541,297,338,788,747
ER+ER,1000,1.5,,5,544,541,299,338,786,747
ER+ER,1000,1.5,,6,544,541,300,338,785,747
ER+ER,1000,1.5,,7,544,541,300,338,785,747
ER+ER,1000,1.5,,8,544,541,303,338,782,747
ER+ER,1000,1.5,,9,544,541,296,338,789,747
ER+ER,1000,1.6,,0,520,527,278,324,769,723
ER+ER,1000,1.6,,1,520,527,279,324,768,723
ER+ER,1000,1.6,,2,520,527,275,324,772,723
ER+ER,1000,1.6,,3,520,527,276,324,771,723
ER+ER,1000,1.6,,4,520,527,276,324,771,723
ER+ER,1000,1.6,,5,520,527,280,324,767,723
ER+ER,1000,1.6,,6,520,527,284,324,763,723
ER+ER,1000,1.6,,7,520,527,278,324,769,723
ER+ER,1000,1.6,,8,520,527,269,324,778,723
ER+ER,1000,1.6,,9,520,527,284,324,763,723
ER+ER,1000,1.7,,0,507,500,247,290,760,717
ER+ER,1000,1.7,,1,507,500,252,290,755,717
ER+ER,1000,1.7,,2,507,500,243,290,764,717
ER+ER,1000,1.7,,3,507,500,256,290,751,717
ER+ER,1000,1.7,,4,507,500,251,290,756,717
ER+ER,1000,1.7,,5,507,500,246,290,761,717
ER+ER,1000,1.7,,6,507,500,255,290,752,717
ER+ER,1000,1.7,,7,507,500,258,290,749,717
ER+ER,1000,1.7,,8,507,500,244,290,763,717
ER+ER,1000,1.7,,9,507,500,242,290,765,717
ER+ER,1000,1.8,,0,487,492,237,284,742,695
ER+ER,1000,1.8,,1,487,492,233,284,746,695
ER+ER,1000,1.8,,2,487,492,232,284,747,695
ER+ER,1000,1.8,,3,487,492,238,284,741,695
ER+ER,1000,1.8,,4,487,492,243,284,736,695
ER+ER,1000,1.8,,5,487,492,234,284,745,695
ER+ER,1000,1.8,,6,487,492,239,284,740,695
ER+ER,1000,1.8,,7,487,492,242,284,737,695
ER+ER,1000,1.8,,8,487,492,233,284,746,695
ER+ER,1000,1.8,,9,487,492,234,284,745,695
ER+ER,1000,1.9,,0,473,459,225,280,707,652
ER+ER,1000,1.9,,1,473,459,222,280,710,652
ER+ER,1000,1.9,,2,473,459,230,280,702,652
ER+ER,1000,1.9,,3,473,459,234,280,698,652
ER+ER,1000,1.9,,4,473,459,230,280,702,652
ER+ER,1000,1.9,,5,473,459,242,280,690,652
ER+ER,1000,1.9,,6,473,459,232,280,700,652
ER+ER,1000,1.9,,7,473,459,231,280,701,652
ER+ER,1000,1.9,,8,473,459,231,280,701,652
ER+ER,1000,1.9,,9,473,459,232,280,700,652
ER+ER,1000,2.0,,0,441,441,195,240,687,642
ER+ER,1000,2.0,,1,441,441,195,240,687,642
ER+ER,1000,2.0,,2,441,441,199,240,683,642
ER+ER,1000,2.0,,3,441,441,194,240,688,642
ER+ER,1000,2.0,,4,441,441,188,240,694,642
ER+ER,1000,2.0,,5,441,441,196,240,686,642
ER+ER,1000,2.0,,6,441,441,196,240,686,642
ER+ER,1000,2.0,,7,441,441,195,240,687,642
ER+ER,1000,2.0,,8,441,441,199,240,683,642
ER+ER,1000,2.0,,9,441,441,195,240,687,642
ER+ER,1000,2.1,,0,433,433,198,243,668,623
ER+ER,1000,2.1,,1,433,433,199,243,667,623
ER+ER,1000,2.1,,2,433,433,195,243,671,623
ER+ER,1000,2.1,,3,433,433,195,243,671,623
ER+ER,1000,2.1,,4,433,433,200,243,666,623
ER+ER,1000,2.1,,5,433,433,193,243,673,623
ER+ER,1000,2.1,,6,433,433,198,243,668,623
ER+ER,1000,2.1,,7,433,433,192,243,674,623
ER+ER,1000,2.1,,8,433,433,195,243,671,623
ER+ER,1000,2.1,,9,433,433,194,243,672,623
ER+ER,1000,2.2,,0,427,418,177,227,668,618
ER+ER,1000,2.2,,1,427,418,185,227,660,618
ER+ER,1000,2.2,,2,427,418,175,227,670,618
ER+ER,1000,2.2,,3,427,418,185,227,660,618
ER+ER,1000,2.2,,4,427,418,176,227,669,618
ER+ER,1000,2.2,,5,427,418,180,227,665,618
ER+ER,1000,2.2,,6,427,418,180,227,665,618
ER+ER,1000,2.2,,7,427,418,185,227,660,618
ER+ER,1000,2.2,,8,427,418,183,227,662,618
ER+ER,1000,2.2,,9,427,418,173,227,672,618
ER+ER,1000,2.3,,0,405,417,175,227,647,595
ER+ER,1000,2.3,,1,405,417,164,227,658,595
ER+ER,1000,2.3,,2,405,417,159,227,663,595
ER+ER,1000,2.3,,3,405,417,172,227,650,595
ER+ER,1000,2.3,,4,405,417,169,227,653,595
ER+ER,1000,2.3,,5,405,417,178,227,644,595
ER+ER,1000,2.3,,6,405,417,168,227,654,595
ER+ER,1000,2.3,,7,405,417,168,227,654,595
ER+ER,1000,2.3,,8,405,417,177,227,645,595
ER+ER,1000,2.3,,9,405,417,168,227,654,595
ER+ER,1000,2.4,,0,397,411,161,219,647,589
ER+ER,1000,2.4,,1,397,411,162,219,646,589
ER+ER,1000,2.4,,2,397,411,163,219,645,589
ER+ER,1000,2.4,,3,397,411,165,219,643,589
ER+ER,1000,2.4,,4,397,411,161,219,647,589
ER+ER,1000,2.4,,5,397,411,164,219,644,589
ER+ER,1000,2.4,,6,397,411,163,219,645,589
ER+ER,1000,2.4,,7,397,411,164,219,644,589
ER+ER,1000,2.4,,8,397,411,159,219,649,589
ER+ER,1000,2.4,,9,397,411,157,219,651,589
ER+ER,1000,2.5,,0,375,388,139,205,624,558
ER+ER,1000,2.5,,1,375,388,141,205,622,558
ER+ER,1000,2.5,,2,375,388,137,205,626,558
ER+ER,1000,2.5,,3,375,388,140,205,623,558
ER+ER,1000,2.5,,4,375,388,153,205,610,558
ER+ER,1000,2.5,,5,375,388,141,205,622,558
ER+ER,1000,2.5,,6,375,388,143,205,620,558
ER+ER,1000,2.5,,7,375,388,142,205,621,558
ER+ER,1000,2.5,,8,375,388,139,205,624,558
ER+ER,1000,2.5,,9,375,388,140,205,623,558
ER+ER,1000,2.6,,0,368,362,132,186,598,544
ER+ER,1000,2.6,,1,368,362,132,186,598,544
ER+ER,1000,2.6,,2,368,362,138,186,592,544
ER+ER,1000,2.6,,3,368,362,129,186,601,544
ER+ER,1000,2.6,,4,368,362,130,186,600,544
ER+ER,1000,2.6,,5,368,362,138,186,592,544
ER+ER,1000,2.6,,6,368,362,131,186,599,544
ER+ER,1000,2.6,,7,368,362,130,186,600,544
ER+ER,1000,2.6,,8,368,362,134,186,596,544
ER+ER,1000,2.6,,9,368,362,131,186,599,544
ER+ER,1000,2.7,,0,355,365,126,197,594,523
ER+ER,1000,2.7,,1,355,365,133,197,587,523
ER+ER,1000,2.7,,2,355,365,143,197,577,523
ER+ER,1000,2.7,,3,355,365,139,197,581,523
ER+ER,1000,2.7,,4,355,365,138,197,582,523
ER+ER,1000,2.7,,5,355,365,137,197,583,523
ER+ER,1000,2.7,,6,355,365,134,197,586,523
ER+ER,1000,2.7,,7,355,365,133,197,587,523
ER+ER,1000,2.7,,8,355,365,134,197,586,523
ER+ER,1000,2.7,,9,355,365,132,197,588,523
ER+ER,1000,2.8,,0,342,349,122,170,569,521
ER+ER,1000,2.8,,1,342,349,125,170,566,521
ER+ER,1000,2.8,,2,342,349,123,170,568,521
ER+ER,1000,2.8,,3,342,349,119,170,572,521
ER+ER,1000,2.8,,4,342,349,115,170,576,521
ER+ER,1000,2.8,,5,342,349,121,170,570,521
ER+ER,1000,2.8,,6,342,349,126,170,565,521
ER+ER,1000,2.8,,7,342,349,118,170,573,521
ER+ER,1000,2.8,,8,342,349,119,170,572,521
ER+ER,1000,2.8,,9,342,349,115,170,576,521
ER+ER,1000,2.9,,0,333,327,99,167,561,493
ER+ER,1000,2.9,,1,333,327,111,167,549,493
ER+ER,1000,2.9,,2,333,327,102,167,558,493
ER+ER,1000,2.9,,3,333,327,107,167,553,493
ER+ER,1000,2.9,,4,333,327,111,167,549,493
ER+ER,1000,2.9,,5,333,327,112,167,548,493
ER+ER,1000,2.9,,6,333,327,107,167,553,493
ER+ER,1000,2.9,,7,333,327,113,167,547,493
ER+ER,1000,2.9,,8,333,327,110,167,550,493
ER+ER,1000,2.9,,9,333,327,103,167,557,493
ER+ER,1000,3.0,,0,313,311,100,160,524,464
ER+ER,1000,3.0,,1,313,311,98,160,526,464
ER+ER,1000,3.0,,2,313,311,101,160,523,464
ER+ER,1000,3.0,,3,313,311,92,160,532,464
ER+ER,1000,3.0,,4,313,311,96,160,528,464
ER+ER,1000,3.0,,5,313,311,104,160,520,464
ER+ER,1000,3.0,,6,313,311,99,160,525,464
ER+ER,1000,3.0,,7,313,311,94,160,530,464
ER+ER,1000,3.0,,8,313,311,94,160,530,464
ER+ER,1000,3.0,,9,313,311,88,160,536,464
ER+ER,1000,3.1,,0,298,306,86,153,518,451
ER+ER,1000,3.1,,1,298,306,96,153,508,451
ER+ER,1000,3.1,,2,298,306,89,153,515,451
ER+ER,1000,3.1,,3,298,306,93,153,511,451
ER+ER,1000,3.1,,4,298,306,84,153,520,451
ER+ER,1000,3.1,,5,298,306,90,153,514,451
ER+ER,1000,3.1,,6,298,306,91,153,513,451
ER+ER,1000,3.1,,7,298,306,85,153,519,451
ER+ER,1000,3.1,,8,298,306,86,153,518,451
ER+ER,1000,3.1,,9,298,306,81,153,523,451
ER+ER,1000,3.2,,0,294,305,104,162,495,437
ER+ER,1000,3.2,,1,294,305,102,162,497,437
ER+ER,1000,3.2,,2,294,305,94,162,505,437
ER+ER,1000,3.2,,3,294,305,97,162,502,437
ER+ER,1000,3.2,,4,294,305,105,162,494,437
ER+ER,1000,3.2,,5,294,305,103,162,496,437
ER+ER,1000,3.2,,6,294,305,97,162,502,437
ER+ER,1000,3.2,,7,294,305,89,162,510,437
ER+ER,1000,3.2,,8,294,305,101,162,498,437
ER+ER,1000,3.2,,9,294,305,87,162,512,437
ER+ER,1000,3.3,,0,278,283,82,142,479,419
ER+ER,1000,3.3,,1,278,283,81,142,480,419
ER+ER,1000,3.3,,2,278,283,79,142,482,419
ER+ER,1000,3.3,,3,278,283,78,142,483,419
